source_file,course_url,course_slug,reviewer_name,review_text,rating_value,rating_scale,review_time_relative
udemy_data (6).xlsx,https://www.udemy.com/course/data-science-ai-masters-from-python-to-gen-ai/?couponCode=PMNVD2525#reviews,data-science-ai-masters-from-python-to-gen-ai,Suraj U.,this course is amazing as it covers all the basics related to AI and ML.,5.0,5.0,2 months ago
udemy_data (6).xlsx,https://www.udemy.com/course/data-science-ai-masters-from-python-to-gen-ai/?couponCode=PMNVD2525#reviews,data-science-ai-masters-from-python-to-gen-ai,Puja P.,"It was great learning from sir , I learn a lot of things . Definitely a very helpful start for data science journey.",4.5,5.0,2 months ago
udemy_data (6).xlsx,https://www.udemy.com/course/data-science-ai-masters-from-python-to-gen-ai/?couponCode=PMNVD2525#reviews,data-science-ai-masters-from-python-to-gen-ai,Manoj,Some Characters or words in sentence are not legible while explaining the concepts. Instead of that author could have made animated slides or videos and explain / mark at runtime. This could have made the video length smaller. Sometimes the slides are partially covered by the presenter's video at bottom right.,3.0,5.0,2 months ago
udemy_data (6).xlsx,https://www.udemy.com/course/data-science-ai-masters-from-python-to-gen-ai/?couponCode=PMNVD2525#reviews,data-science-ai-masters-from-python-to-gen-ai,N.N.L.Keerthana,"Appreciate the effort by the creator. The course really is end to end, covers all imp topics. It could've been less lengthy, but worth it. Thanks!",5.0,5.0,3 months ago
udemy_data (6).xlsx,https://www.udemy.com/course/data-science-ai-masters-from-python-to-gen-ai/?couponCode=PMNVD2525#reviews,data-science-ai-masters-from-python-to-gen-ai,Abel Ezichi B.,"I love how he takes his time to explain throughout the course, teaching you how it works in theory before teaching the practical, with great resources. I love this.",5.0,5.0,4 months ago
udemy_data (6).xlsx,https://www.udemy.com/course/data-science-ai-masters-from-python-to-gen-ai/?couponCode=PMNVD2525#reviews,data-science-ai-masters-from-python-to-gen-ai,Sonu Kumar B.,This course is amazing and lots of knowledge,4.5,5.0,6 months ago
udemy_data (6).xlsx,https://www.udemy.com/course/data-science-ai-masters-from-python-to-gen-ai/?couponCode=PMNVD2525#reviews,data-science-ai-masters-from-python-to-gen-ai,Dhruvil S.,My Udmey Course Video NOt Working it Just loading,1.0,5.0,2 weeks ago
udemy_data (6).xlsx,https://www.udemy.com/course/data-science-ai-masters-from-python-to-gen-ai/?couponCode=PMNVD2525#reviews,data-science-ai-masters-from-python-to-gen-ai,Ranjeet B.,All the concepts are thought in simple and short way,5.0,5.0,1 month ago
udemy_data (6).xlsx,https://www.udemy.com/course/data-science-ai-masters-from-python-to-gen-ai/?couponCode=PMNVD2525#reviews,data-science-ai-masters-from-python-to-gen-ai,Prajeesh K.,"Yes, its great match. Just course length gives me kinda goosebumps because it covers depth. At the same time somewhat doubt too. But yeah. Its good.",5.0,5.0,1 week ago
udemy_data (6).xlsx,https://www.udemy.com/course/data-science-ai-masters-from-python-to-gen-ai/?couponCode=PMNVD2525#reviews,data-science-ai-masters-from-python-to-gen-ai,Piyush M.,"why does the trainer keeps repeating things again and again..just to increase the length of video? its so frustating..even videos are repeated..for ex feature scaling, feature encoding when one starts Machine learning? why is that required? i have purchased the whole course and those videos are available in previous module. This is just one example.Dont make fool out of us? Shame on the trainer. But i m still going on with the training becz trainer language is easy",3.0,5.0,4 months ago
