source_file,course_url,course_slug,reviewer_name,review_text,rating_value,rating_scale,review_time_relative
udemy_data (5).xlsx,https://www.udemy.com/course/aws-certified-machine-learning-engineer-associate-mla-c01/?couponCode=2021PM25,aws-certified-machine-learning-engineer-associate-mla-c01,Bernard L.,Thank you for the course. It was great material and I have passed the certification exam. Really appreciate the effort that both of you have done in preparing me.,5.0,5.0,3 weeks ago
udemy_data (5).xlsx,https://www.udemy.com/course/aws-certified-machine-learning-engineer-associate-mla-c01/?couponCode=2021PM25,aws-certified-machine-learning-engineer-associate-mla-c01,Christianto L.,Great overview of the topics covered in the ML Associate exam. Frank and Stephane make a good tag team covering the theoretical and hands-on perspectives of each feature. I like the quizzes and the practice exam. One suggestion is to have a section that deep dives into sample ML scenarios. This would help provide the big picture that brings everything together.,5.0,5.0,1 month ago
udemy_data (5).xlsx,https://www.udemy.com/course/aws-certified-machine-learning-engineer-associate-mla-c01/?couponCode=2021PM25,aws-certified-machine-learning-engineer-associate-mla-c01,Tarun R.,The course is amazing and cover everything related to the AWS ML Engineer Associate certification. This course help me clear the certification. I reduced the half star as some session we very long and redundant and the ordering of session can be improved.,4.5,5.0,1 month ago
udemy_data (5).xlsx,https://www.udemy.com/course/aws-certified-machine-learning-engineer-associate-mla-c01/?couponCode=2021PM25,aws-certified-machine-learning-engineer-associate-mla-c01,Bishal A.,"I took the certification exam yesterday July 27 2025. This course was spot-on for the exam — it covered nearly everything I faced. I followed the videos over two weeks (one-two hour/day), then spent two more weeks practicing with ChatGPT and Grok. Overall I prepared for 2 months. The actual test was a little tougher than the practice questions. May be I should have trained chatGPT/Grok to produce difficult questions. Glad I passed on first attempt. Highly recommend for focused, real-world readiness.",5.0,5.0,2 months ago
udemy_data (5).xlsx,https://www.udemy.com/course/aws-certified-machine-learning-engineer-associate-mla-c01/?couponCode=2021PM25,aws-certified-machine-learning-engineer-associate-mla-c01,Ryan,"This course is not well-organised, a lot of AWS service was introduced at the end of the course but they use it to explain with other services like AWS cloudWatch with the sagemaker at the beginning and without explain what the service are. It was so confused.",2.5,5.0,1 week ago
udemy_data (5).xlsx,https://www.udemy.com/course/aws-certified-machine-learning-engineer-associate-mla-c01/?couponCode=2021PM25,aws-certified-machine-learning-engineer-associate-mla-c01,Alexander G.,"Let’s start with something positive: The course covers all relevant topics. I did not encounter any unexpected questions during the exam, and I passed.",2.5,5.0,3 weeks ago
udemy_data (5).xlsx,https://www.udemy.com/course/aws-certified-machine-learning-engineer-associate-mla-c01/?couponCode=2021PM25,aws-certified-machine-learning-engineer-associate-mla-c01,Ajinkya P.,"Miss Stephan's teaching style with clarity as most of the course is covered by Frank. The 2 stars are for Stephan. Frank's teaching is abysmal 1/ he just reads the slides 2/most of the important things he talks are not on slide 3/unnecessary images 4/ Extremely confusing arrangement of lectures, all of sudden neural networks concepts come up without explaining the basics. The algorithm lectures are all over the place. It is very difficult for person like me that needs to understand the concept and cannot mug it. Don't bother if you cannot mug up the concepts.",2.0,5.0,2 months ago
udemy_data (5).xlsx,https://www.udemy.com/course/aws-certified-machine-learning-engineer-associate-mla-c01/?couponCode=2021PM25,aws-certified-machine-learning-engineer-associate-mla-c01,Matiul A.,"Dear Stephan, Please find someone else to co-author this course again. This guy Frank Kane speaks too fast, doesn't go deeper to the concepts. He has added only a few numbers of Hands-on as he is openly saying that he doesn't have money.! Very poor! I have bought many courses from Stephan, all are excellent, except this one!",2.0,5.0,2 months ago
udemy_data (5).xlsx,https://www.udemy.com/course/aws-certified-machine-learning-engineer-associate-mla-c01/?couponCode=2021PM25,aws-certified-machine-learning-engineer-associate-mla-c01,Sai Chaitanya M.,"Dear Frank, The course content does a good job explaining the fundamental concepts, but the delivery and examples could be made simpler for greater clarity. No offence intended—I've found that Stephane's teaching style makes complex ideas even more approachable. For your future courses, I sincerely suggest spending more time refining your slides and using more straightforward examples to make the concepts even easier to grasp. Thank you for your effort in creating this course. I'm currently going through my first round and plan to take the MLA exam at the end of October. I will provide additional feedback once I've completed the exam attempt.",3.5,5.0,1 week ago
udemy_data (5).xlsx,https://www.udemy.com/course/aws-certified-machine-learning-engineer-associate-mla-c01/?couponCode=2021PM25,aws-certified-machine-learning-engineer-associate-mla-c01,Thiago E.,"Stephan's parts are really good, but I didn't like them as much as Frank Kane's parts. This is mainly due to the outdated material and some points that are already depreciated.",4.0,5.0,3 months ago
