source_file,course_url,course_slug,reviewer_name,review_text,rating_value,rating_scale,review_time_relative
udemy_data (10).xlsx,https://www.udemy.com/course/the-product-management-for-data-science-ai-course/?couponCode=MT250929G3,the-product-management-for-data-science-ai-course,Andrew J.,"A bit high level - would have preferred some more in-depth lectures, however it was a good starting point",3.5,5.0,1 week ago
udemy_data (10).xlsx,https://www.udemy.com/course/the-product-management-for-data-science-ai-course/?couponCode=MT250929G3,the-product-management-for-data-science-ai-course,Tuna S.,"I found the course very useful and informative. It has a focused context that delivers exactly on the target agenda — not more, not less. That balance is great because it avoids being too lengthy and repetitive, while also not being too shallow or light.",4.5,5.0,1 week ago
udemy_data (10).xlsx,https://www.udemy.com/course/the-product-management-for-data-science-ai-course/?couponCode=MT250929G3,the-product-management-for-data-science-ai-course,Ayush C.,"Good for beginners or APMs to be more well versed. Does cover AI product lifecycle. But for a Sr PM trying to learn more about AI, could be a decent start by skipping certain topics.",4.5,5.0,2 weeks ago
udemy_data (10).xlsx,https://www.udemy.com/course/the-product-management-for-data-science-ai-course/?couponCode=MT250929G3,the-product-management-for-data-science-ai-course,Training R.,This course seems to be very interesting especially for Product Managers working on AI and Data Science initiatives.,5.0,5.0,3 weeks ago
udemy_data (10).xlsx,https://www.udemy.com/course/the-product-management-for-data-science-ai-course/?couponCode=MT250929G3,the-product-management-for-data-science-ai-course,Olga I.,"I really enjoyed the course and the way the material was delivered. Of course, not everything is explained in great depth and detail, but it’s still an excellent first step into the subject. It helps to build a solid framework and understand which areas are worth exploring in more detail later.",5.0,5.0,3 weeks ago
udemy_data (10).xlsx,https://www.udemy.com/course/the-product-management-for-data-science-ai-course/?couponCode=MT250929G3,the-product-management-for-data-science-ai-course,Ralph M.,"I liked that it included lots of information that is relevant to being a good product manager for any type of product, not only AI and data products.",5.0,5.0,2 months ago
udemy_data (10).xlsx,https://www.udemy.com/course/the-product-management-for-data-science-ai-course/?couponCode=MT250929G3,the-product-management-for-data-science-ai-course,Maria V.,"It's a good introductory course, but unfortunately, it includes very few exercises or hands-on tasks to help reinforce the concepts. I also wish it covered applications of AI/ML in hardware devices, not just digital products.",3.5,5.0,2 months ago
udemy_data (10).xlsx,https://www.udemy.com/course/the-product-management-for-data-science-ai-course/?couponCode=MT250929G3,the-product-management-for-data-science-ai-course,Gil A.,"First of all - she lies in the course overview. Most lessons didn't had any notes or resources, and also there was no big project with AutoML. There were only 2 assignments who were pretty dumb.",2.0,5.0,2 weeks ago
udemy_data (10).xlsx,https://www.udemy.com/course/the-product-management-for-data-science-ai-course/?couponCode=MT250929G3,the-product-management-for-data-science-ai-course,Shalini G.,It is a decent introduction. What would've made it better is 1) more practical examples 2) practical exercises 3) slides avai for download,3.0,5.0,2 months ago
udemy_data (10).xlsx,https://www.udemy.com/course/the-product-management-for-data-science-ai-course/?couponCode=MT250929G3,the-product-management-for-data-science-ai-course,Natalia S.,"The course outlines the theoretical concepts, but it contains more theory than practice. There are examples, but they are mostly from one the same project the Lecturer is involved into. Only 2 small practical tasks. The course will be good for those who are new to Product Management and AI/Machine Learning. For the experienced Product Managers, the course will be too basic.",4.0,5.0,2 months ago
udemy_data (10).xlsx,https://www.udemy.com/course/the-product-management-for-data-science-ai-course/?couponCode=MT250929G3,the-product-management-for-data-science-ai-course,Rekha Y.,It is good but more practical example should be there like how to create AI models practically with some data.How to train data.,3.0,5.0,2 months ago
udemy_data (10).xlsx,https://www.udemy.com/course/the-product-management-for-data-science-ai-course/?couponCode=MT250929G3,the-product-management-for-data-science-ai-course,Mohammed Sadiq Siraj N.,"The videos are exceptionally well-prepared. As a Product Manager, I truly appreciated how the 'points to action' and 'points to consider' were explained step by step. At times, it genuinely felt like I was receiving hands-on, practical training for the role of an AI and Data Product Manager.",4.0,5.0,2 months ago
udemy_data (10).xlsx,https://www.udemy.com/course/the-product-management-for-data-science-ai-course/?couponCode=MT250929G3,the-product-management-for-data-science-ai-course,Elizaveta D.,"This course not only helped me consolidate and organize my prior knowledge and experience, but provided a lot of new insights and reflection points I will most definitely use in my daily work. Thank you for creating this course and please keep updating it as the field evolves and matures!",4.5,5.0,1 month ago
udemy_data (10).xlsx,https://www.udemy.com/course/the-product-management-for-data-science-ai-course/?couponCode=MT250929G3,the-product-management-for-data-science-ai-course,Siva S.,Good explanation about AI product manager and easy understanding for beginners.,5.0,5.0,1 month ago
udemy_data (10).xlsx,https://www.udemy.com/course/the-product-management-for-data-science-ai-course/?couponCode=MT250929G3,the-product-management-for-data-science-ai-course,Elham S.,The lecture gives clear understanding about AI/Data PDM.,4.0,5.0,2 months ago
udemy_data (10).xlsx,https://www.udemy.com/course/the-product-management-for-data-science-ai-course/?couponCode=MT250929G3,the-product-management-for-data-science-ai-course,Alisha P.,"From knowing something about AI and data product management to knowing almost everything about AI and data, product management. I will 100% recommend this course to those who aspire to be a Product manager and have a strong interest in the field because the instructor not only provides examples and teaches us from various data, but also shares real-world applications used by major companies like FANG. I hope the instructor can create another video on how we can build projects for this field.",5.0,5.0,4 months ago
