source_file,course_url,course_slug,reviewer_name,review_text,rating_value,rating_scale,review_time_relative
udemy_data (3).xlsx,https://www.udemy.com/course/complete-mlops-bootcamp-with-10-end-to-end-ml-projects/?couponCode=2021PM25,complete-mlops-bootcamp-with-10-end-to-end-ml-projects,Анатолий,"The course is very detailed and intense. In my opinion, some lectures could be skipped, especially the last one, but on the whole, it's worth the time.",5.0,5.0,1 month ago
udemy_data (3).xlsx,https://www.udemy.com/course/complete-mlops-bootcamp-with-10-end-to-end-ml-projects/?couponCode=2021PM25,complete-mlops-bootcamp-with-10-end-to-end-ml-projects,Md Mushfiqur R.,"Few things were really great, but it felt like repeating of similar projects. However, it touched many topics and was really beneficial in terms of learning. It's a good starting point if someone is looking for starting MLOps journey.",4.5,5.0,2 months ago
udemy_data (3).xlsx,https://www.udemy.com/course/complete-mlops-bootcamp-with-10-end-to-end-ml-projects/?couponCode=2021PM25,complete-mlops-bootcamp-with-10-end-to-end-ml-projects,Pritam R.,An excellent and highly educational course with plenty of hands-on projects in AWS. I thoroughly enjoyed it and gained valuable new skills. A great learning experience overall!,4.0,5.0,2 months ago
udemy_data (3).xlsx,https://www.udemy.com/course/complete-mlops-bootcamp-with-10-end-to-end-ml-projects/?couponCode=2021PM25,complete-mlops-bootcamp-with-10-end-to-end-ml-projects,Fasi A.,it was absolutely amazing. i got just 1 complaint that the projects which krish did felt abit complex since soo many things were happening ofc krish tried to explain as much as he could but it kinda felt that amount of code felt unnecessary but it might be the right amount from a real job perspective (idk im a student though) but all it all i would say that this course will be one of the best MLOps course,5.0,5.0,2 months ago
udemy_data (3).xlsx,https://www.udemy.com/course/complete-mlops-bootcamp-with-10-end-to-end-ml-projects/?couponCode=2021PM25,complete-mlops-bootcamp-with-10-end-to-end-ml-projects,Vishal G.,"Just an Amazing course, I started this course by mistake.",5.0,5.0,3 months ago
udemy_data (3).xlsx,https://www.udemy.com/course/complete-mlops-bootcamp-with-10-end-to-end-ml-projects/?couponCode=2021PM25,complete-mlops-bootcamp-with-10-end-to-end-ml-projects,Ishtiaq A.,includia zoom option in the mobile app so the video can be zoomed in to see the details on screen. I wanted to see the codes clearly but unable as the video was not supporting a zoom method.,4.0,5.0,3 weeks ago
udemy_data (3).xlsx,https://www.udemy.com/course/complete-mlops-bootcamp-with-10-end-to-end-ml-projects/?couponCode=2021PM25,complete-mlops-bootcamp-with-10-end-to-end-ml-projects,Abi,"This course is Absolutely shit, All he is do is uploading python course for 11 hrs in every video and copying and paste code from somewhere and reading it aloud and these projects even if we do it by copy and pasting nothing gained from it. regreting for buying this course saying end to end not even doing that.",1.0,5.0,3 months ago
udemy_data (3).xlsx,https://www.udemy.com/course/complete-mlops-bootcamp-with-10-end-to-end-ml-projects/?couponCode=2021PM25,complete-mlops-bootcamp-with-10-end-to-end-ml-projects,Syed J.,More emphasis could be given on context building and helping students build intuition on how to go about solving the problem statement rather than blindly running through tutorials.,3.0,5.0,3 months ago
udemy_data (3).xlsx,https://www.udemy.com/course/complete-mlops-bootcamp-with-10-end-to-end-ml-projects/?couponCode=2021PM25,complete-mlops-bootcamp-with-10-end-to-end-ml-projects,M D.,Content was good enough but not clearly explained about each what it is and why just doing this and this then this...etc like that. Wasted my money should watch youtube videos which are providing better and clear explaination.,1.0,5.0,4 months ago
udemy_data (3).xlsx,https://www.udemy.com/course/complete-mlops-bootcamp-with-10-end-to-end-ml-projects/?couponCode=2021PM25,complete-mlops-bootcamp-with-10-end-to-end-ml-projects,Sushil M.,Krish Nair is an amazing teacher with deep knowledge in ML and related technologies. His teaching style is excellent — combining detailed explanations with practical demonstrations that make concepts clear and easy to apply. I am thoroughly enjoying this course and finding it very valuable for learning MLOps.,5.0,5.0,2 weeks ago
udemy_data (3).xlsx,https://www.udemy.com/course/complete-mlops-bootcamp-with-10-end-to-end-ml-projects/?couponCode=2021PM25,complete-mlops-bootcamp-with-10-end-to-end-ml-projects,Dev Milan M.,Good course but mostly covers about how to set up github repositories and code according to industry standards and less about deploying to cloud services.,3.5,5.0,5 months ago
udemy_data (3).xlsx,https://www.udemy.com/course/complete-mlops-bootcamp-with-10-end-to-end-ml-projects/?couponCode=2021PM25,complete-mlops-bootcamp-with-10-end-to-end-ml-projects,Sree Teja L.,Liked the end-to-end project implementation approach!,5.0,5.0,2 months ago
udemy_data (3).xlsx,https://www.udemy.com/course/complete-mlops-bootcamp-with-10-end-to-end-ml-projects/?couponCode=2021PM25,complete-mlops-bootcamp-with-10-end-to-end-ml-projects,Jorge David G.,"The instructor manages to bring MLOps down to earth through a hands-on, project-driven approach that’s both practical and surprisingly deep for such a broad topic.",5.0,5.0,4 months ago
udemy_data (3).xlsx,https://www.udemy.com/course/complete-mlops-bootcamp-with-10-end-to-end-ml-projects/?couponCode=2021PM25,complete-mlops-bootcamp-with-10-end-to-end-ml-projects,Ankan S.,"The course being extensive and eye opener what goes in MLOPS, is good for professionals who have some knowledge of ML and want to know more about MLOPS. The course also provides some refresher courses to basic things which is very useful. Looking forward to work with you Sir in future.",5.0,5.0,6 months ago
udemy_data (3).xlsx,https://www.udemy.com/course/complete-mlops-bootcamp-with-10-end-to-end-ml-projects/?couponCode=2021PM25,complete-mlops-bootcamp-with-10-end-to-end-ml-projects,Shahrukh J.,"The course content could be more concise and focused. There’s a lot of repetitive material, especially during project setup steps like environment configuration and Git initialization. It also feels like some of the content may have been reused from YouTube, which affects the overall value of the course.",2.5,5.0,2 months ago
udemy_data (3).xlsx,https://www.udemy.com/course/complete-mlops-bootcamp-with-10-end-to-end-ml-projects/?couponCode=2021PM25,complete-mlops-bootcamp-with-10-end-to-end-ml-projects,Renjini T.,"Actually i am a Data Science student , i am currently in my 2nd year pg studies. So this course is worth for me also the mentor is good and he explains everything with exapmles and precisely.",5.0,5.0,4 months ago
udemy_data (3).xlsx,https://www.udemy.com/course/complete-mlops-bootcamp-with-10-end-to-end-ml-projects/?couponCode=2021PM25,complete-mlops-bootcamp-with-10-end-to-end-ml-projects,Nishan K.,"Don't waste your time with this course you will find better explanations on YouTube, this guys just copies and pastes the code, there is no explanation to WHY, just reading out the code that's it.",1.0,5.0,3 months ago
udemy_data (3).xlsx,https://www.udemy.com/course/complete-mlops-bootcamp-with-10-end-to-end-ml-projects/?couponCode=2021PM25,complete-mlops-bootcamp-with-10-end-to-end-ml-projects,Fahad,"At many places concepts are not being taught in detail, just copy pasting or writing the code and reading it. Not for beginners.",1.0,5.0,6 months ago
udemy_data (3).xlsx,https://www.udemy.com/course/complete-mlops-bootcamp-with-10-end-to-end-ml-projects/?couponCode=2021PM25,complete-mlops-bootcamp-with-10-end-to-end-ml-projects,Emily F.,great in that it's covering every tool I need from end to end,5.0,5.0,2 months ago
udemy_data (3).xlsx,https://www.udemy.com/course/complete-mlops-bootcamp-with-10-end-to-end-ml-projects/?couponCode=2021PM25,complete-mlops-bootcamp-with-10-end-to-end-ml-projects,mahmmud T.,"The instructor does not have enough practice in the industry and keeps going around in circles. If you have to take the course, directly jump into section 19 and don't waste any more minutes.",1.0,5.0,3 months ago
