source_file,course_url,course_slug,reviewer_name,review_text,rating_value,rating_scale,review_time_relative
udemy_data (14).xlsx,https://www.udemy.com/course/n8n-course/?couponCode=MT250929G3,n8n-course,Steve,Fantastic course. Everything you need to know about N8N is practically here. Definitely helped me a lot,4.0,5.0,1 week ago
udemy_data (14).xlsx,https://www.udemy.com/course/n8n-course/?couponCode=MT250929G3,n8n-course,Hemant J.,"The number of usecases covered for n8n are amazing! Not going to go through all of them right now, but I want to use them for reference over the coming months and years.",5.0,5.0,1 month ago
udemy_data (14).xlsx,https://www.udemy.com/course/n8n-course/?couponCode=MT250929G3,n8n-course,Sally A.,"This course was above the money value, so well explained and so loaded, The lecturers have a great passion lecturing and always updating with new information. In short you guys are the best ! Best course so far on learning on AI agent and automation.",5.0,5.0,2 months ago
udemy_data (14).xlsx,https://www.udemy.com/course/n8n-course/?couponCode=MT250929G3,n8n-course,Nestor F P.,"Let me give you give you guys a 5 million of stars, I'm Industrial Engineer and I love Process Automation, including AI and specially N8N has helped me a LOT, though when I went to school I hated Programming and coding classes with all my soul. You guys made this course wonderful, easy to explain, understandable, the exams I was able to pass them in the first try (I always fail because I lack of attention if the course is boring), exceptionally good this course. Bad *ss job.",5.0,5.0,3 months ago
udemy_data (14).xlsx,https://www.udemy.com/course/n8n-course/?couponCode=MT250929G3,n8n-course,Fernando P.,"The course is very good, however, i struggle a lot when Krystian is teaching, he constantly skips steps and assumes you know things we obviously do not. Damian is excellent, even if he already taught you before, he will always remind you how to do things, and explains very good.",4.5,5.0,1 month ago
udemy_data (14).xlsx,https://www.udemy.com/course/n8n-course/?couponCode=MT250929G3,n8n-course,Filip D.,"I am very disappointed with this course. The basic concepts are not explained at all, and the user has to look them up in the help section. The workflows use various unofficial APIs that produce useless content for social networks. Nothing solid here — just a waste of money.",1.0,5.0,1 week ago
udemy_data (14).xlsx,https://www.udemy.com/course/n8n-course/?couponCode=MT250929G3,n8n-course,Colleen K.,This course was very comprehensive related to AI Agents and Workflows that are possible in n8n,4.0,5.0,2 months ago
udemy_data (14).xlsx,https://www.udemy.com/course/n8n-course/?couponCode=MT250929G3,n8n-course,Beni K.,"I enjoyed this n8n course and found it quite useful. It had many practical examples, and the source files were provided, which made it easier to practice and understand.",3.5,5.0,1 month ago
udemy_data (14).xlsx,https://www.udemy.com/course/n8n-course/?couponCode=MT250929G3,n8n-course,Anas Z.,"I loved this course as I had no idea of what n8n is, let alone automations, but a big thank you to the creators of this course, now I am pretty confident in using the n8n environment, creating workflows, and making AI agents. What I would love to suggest is that if you guys could add a small section or just one video regarding how to migrate your workflows from Zapier and make.com, that would be super helpful and 100% complete the criteria of this course, which is understanding n8n",4.5,5.0,1 month ago
udemy_data (14).xlsx,https://www.udemy.com/course/n8n-course/?couponCode=MT250929G3,n8n-course,Katarzyna,"This is a great course, very comprehensive. I'm not a beginner in n8n but still I've learnt lots of valuable things.",5.0,5.0,3 weeks ago
udemy_data (14).xlsx,https://www.udemy.com/course/n8n-course/?couponCode=MT250929G3,n8n-course,Leandro Mesquita D.,Excelente conteúdo. Os exemplos tornam o material didático e prático!,5.0,5.0,2 months ago
udemy_data (14).xlsx,https://www.udemy.com/course/n8n-course/?couponCode=MT250929G3,n8n-course,Sagi L.,"I enjoyed the course a lot It was very beneficial as for what the name of the course say - AI built in to N8N (this mean some basic understanding of building simpler workflows in n8n must be achieved - it is explained in the first parts of the course but I strongly recommend more practice,",5.0,5.0,4 months ago
udemy_data (14).xlsx,https://www.udemy.com/course/n8n-course/?couponCode=MT250929G3,n8n-course,Oscar S.,"I love this handson approach! Well done, very helpful course!",5.0,5.0,4 months ago
udemy_data (14).xlsx,https://www.udemy.com/course/n8n-course/?couponCode=MT250929G3,n8n-course,Mauricio M.,"I really enjoyed this course on n8n, automation, and AI agents. It’s highly detailed and very hands-on, which I really appreciate. The explanations are clear and easy to follow, making even complex topics feel approachable. One of the highlights for me was the huge number of templates included—an incredible resource that saves a ton of time. You can easily adapt them to fit your clients' needs. Overall, an excellent course for anyone serious about implementing automation with real-world applications.",4.5,5.0,4 months ago
udemy_data (14).xlsx,https://www.udemy.com/course/n8n-course/?couponCode=MT250929G3,n8n-course,Howard S.,"I went through a first pass on this course to get an idea of what n8n can do. I was amazed at what n8n can do. This course gave many ideas on how to use n8n as well as how to get workflows already in the community. This course presented many ideas that can make a 7 figure income. Even if you just implemented one of the ideas in this course, you can get to financial independence. There are several ideas offered and step by step how to implement them. Don't get over whelmed, just pick one idea and use it well. You can alway go back and do another idea later.",5.0,5.0,4 months ago
udemy_data (14).xlsx,https://www.udemy.com/course/n8n-course/?couponCode=MT250929G3,n8n-course,Shaïna C.,"Thank you for the course, very helpful !",5.0,5.0,4 months ago
udemy_data (14).xlsx,https://www.udemy.com/course/n8n-course/?couponCode=MT250929G3,n8n-course,Chady N.,"I changed the review twice because I didn't know what I didn't know. But here is the catch, if you're a complete beginner go with n8n official platform, start with the free trial and then decide for yourself if it is worth your money later. DO NOT go with Hostinger unless you have some IT knowledge, because you're gonna spend the most of your time repairing api that breaks, and when updating n8n on Hostinger all of my credentials changed and spent 75% of my time trying to fix it.",5.0,5.0,1 month ago
udemy_data (14).xlsx,https://www.udemy.com/course/n8n-course/?couponCode=MT250929G3,n8n-course,Josue Reinaldo P.,el curso debe estar en español.,5.0,5.0,2 months ago
udemy_data (14).xlsx,https://www.udemy.com/course/n8n-course/?couponCode=MT250929G3,n8n-course,Geo J.,This course taught me new lesson regarding ai voice agents and youtube video generations based on n8n and i am truly gratefull,4.0,5.0,4 months ago
udemy_data (14).xlsx,https://www.udemy.com/course/n8n-course/?couponCode=MT250929G3,n8n-course,Kees T.,"There is a lot of content, so it is a good course to get a first introduction with N8N. There is a lot of content around workflows to create workflows around ai video or automate mail workflows. So if that's what you're looking for this is a good course.",3.0,5.0,2 months ago
