source_file,course_url,course_slug,reviewer_name,review_text,rating_value,rating_scale,review_time_relative
udemy_data (11).xlsx,https://www.udemy.com/course/generative-ai-for-data/?couponCode=MT250929G3,generative-ai-for-data,Cynthia Betina J.,"It was good overall knowledge but I bit basic for what I excepted. I would like to see more related to security layers, how to deploy it locally, resources consumption, performance, etc",3.0,5.0,1 month ago
udemy_data (11).xlsx,https://www.udemy.com/course/generative-ai-for-data/?couponCode=MT250929G3,generative-ai-for-data,Raymond Y.,"The methodologies presented in this online course are based on small data volumes. Of course, I believe the fundamental concepts for passing Pandas DataFrames to LLM APIs or having them cooperate are common even with Spark DataFrames.",4.0,5.0,1 month ago
udemy_data (11).xlsx,https://www.udemy.com/course/generative-ai-for-data/?couponCode=MT250929G3,generative-ai-for-data,Aditya K.,"love it, the sql nlp one was the best....would have loved to see more tools like that",5.0,5.0,1 month ago
udemy_data (11).xlsx,https://www.udemy.com/course/generative-ai-for-data/?couponCode=MT250929G3,generative-ai-for-data,Sachin P.,Great to know on lot many tools available for Gen AI Data Engineering. Also trainer has shown the exact use/intent of having Gen AI in Data field.,5.0,5.0,3 months ago
udemy_data (11).xlsx,https://www.udemy.com/course/generative-ai-for-data/?couponCode=MT250929G3,generative-ai-for-data,Dany A.,"I liked the delivery of the contents. The structure and the split of the course on the multiple videos is appropriate. The instructor has a clear voice with vocal variety that is engaging and easy to listen to. I found the content very thought provoking into a new application of AI in a work environment. However, I found some of the contents a bit shallow and lacked complex real life scenarios. The course is more relevant to data related tasks in a small organisation. Overall, the course is great to get the brain juices flowing for more exploration.",4.0,5.0,3 months ago
udemy_data (11).xlsx,https://www.udemy.com/course/generative-ai-for-data/?couponCode=MT250929G3,generative-ai-for-data,Ray A.,Great course with nice examples. All the code is there and I could participate as deeply as I wanted to. It's great because he shows you how to think through it while asking ChatGPT to do the heavy lifting. The sample code can be leveraged later in my own projects. Good job!,5.0,5.0,3 months ago
udemy_data (11).xlsx,https://www.udemy.com/course/generative-ai-for-data/?couponCode=MT250929G3,generative-ai-for-data,Robley B.,"Glitchy on some videos (maybe Udemy issue), would repeat 1-2 seconds periodically when loading. Content was great and presentation was excellent.",4.0,5.0,3 months ago
udemy_data (11).xlsx,https://www.udemy.com/course/generative-ai-for-data/?couponCode=MT250929G3,generative-ai-for-data,Saul L.,"Las aplicaciones de data engineering son algo básicas, simulación de datos y creación de código.",2.0,5.0,1 month ago
udemy_data (11).xlsx,https://www.udemy.com/course/generative-ai-for-data/?couponCode=MT250929G3,generative-ai-for-data,Prince Mary J.,Great Experience to learn as am new to technical side,3.5,5.0,
udemy_data (11).xlsx,https://www.udemy.com/course/generative-ai-for-data/?couponCode=MT250929G3,generative-ai-for-data,Udemy User,The course was amazing with great hands-on on all topics.,5.0,5.0,1 month ago
udemy_data (11).xlsx,https://www.udemy.com/course/generative-ai-for-data/?couponCode=MT250929G3,generative-ai-for-data,Avantika D.,Well organized sessions with clear explanations.,5.0,5.0,
udemy_data (11).xlsx,https://www.udemy.com/course/generative-ai-for-data/?couponCode=MT250929G3,generative-ai-for-data,Zinaida H.,It was really informative and I do think it was time well spent. Plus I loved Henrys' enthusiasm in teaching this course.,5.0,5.0,4 months ago
udemy_data (11).xlsx,https://www.udemy.com/course/generative-ai-for-data/?couponCode=MT250929G3,generative-ai-for-data,Akshay K.,amazing learning experience,5.0,5.0,1 month ago
udemy_data (11).xlsx,https://www.udemy.com/course/generative-ai-for-data/?couponCode=MT250929G3,generative-ai-for-data,Vandana B.,Great content and well organized course. Trainer has the required knowledge and skills needed for training on GenAI.,5.0,5.0,4 months ago
