source_file,course_url,course_slug,reviewer_name,review_text,rating_value,rating_scale,review_time_relative
udemy_data (8).xlsx,https://www.udemy.com/course/complete-machine-learning-nlp-bootcamp-mlops-deployment/?couponCode=PMNVD2525,complete-machine-learning-nlp-bootcamp-mlops-deployment,Shubham S.,"Great In-depth Knowledge Given Of Each And Every Topic, Big Shoutout From My Side",5.0,5.0,2 weeks ago
udemy_data (8).xlsx,https://www.udemy.com/course/complete-machine-learning-nlp-bootcamp-mlops-deployment/?couponCode=PMNVD2525,complete-machine-learning-nlp-bootcamp-mlops-deployment,Suraj A.,Brilliant course and i give a huge shoutout to my teacher sir Krish Naik for creating such a price friendly yet highly informative course.,4.5,5.0,1 month ago
udemy_data (8).xlsx,https://www.udemy.com/course/complete-machine-learning-nlp-bootcamp-mlops-deployment/?couponCode=PMNVD2525,complete-machine-learning-nlp-bootcamp-mlops-deployment,Sagar,Just completed the Machine Learning & Data Science Bootcamp on Udemy!,5.0,5.0,2 months ago
udemy_data (8).xlsx,https://www.udemy.com/course/complete-machine-learning-nlp-bootcamp-mlops-deployment/?couponCode=PMNVD2525,complete-machine-learning-nlp-bootcamp-mlops-deployment,Priyanshu S.,it is such a amazing course but there is a not practical implementation of CNN which is the part of deep learning.,4.0,5.0,2 months ago
udemy_data (8).xlsx,https://www.udemy.com/course/complete-machine-learning-nlp-bootcamp-mlops-deployment/?couponCode=PMNVD2525,complete-machine-learning-nlp-bootcamp-mlops-deployment,Vishal G.,"Amazing course, I have ever taken. It took me almost 2+ months of days and nights to complete it. Executing line by line of every lecture was an amazing learning. Thank you Krish.",5.0,5.0,3 months ago
udemy_data (8).xlsx,https://www.udemy.com/course/complete-machine-learning-nlp-bootcamp-mlops-deployment/?couponCode=PMNVD2525,complete-machine-learning-nlp-bootcamp-mlops-deployment,Shafqat A.,"Sir krish naik is very good instructor, I have learned a lot in this course and i have gained practical experience in Python, Data Science, Machine Learning, Deep Learning. Sir Krish Naik i am very thankful to you and i appreciate your hardwork in creating this amazing course for us.",5.0,5.0,5 days ago
udemy_data (8).xlsx,https://www.udemy.com/course/complete-machine-learning-nlp-bootcamp-mlops-deployment/?couponCode=PMNVD2525,complete-machine-learning-nlp-bootcamp-mlops-deployment,Abhinav B.,Great explanation of each topic. Atleast one small project on Transformers would have been great.,4.0,5.0,2 months ago
udemy_data (8).xlsx,https://www.udemy.com/course/complete-machine-learning-nlp-bootcamp-mlops-deployment/?couponCode=PMNVD2525,complete-machine-learning-nlp-bootcamp-mlops-deployment,Paryag S.,"it was a great course , learned a lot but some of the topics were covered at surface level . overall i would say 8/10",3.5,5.0,3 weeks ago
udemy_data (8).xlsx,https://www.udemy.com/course/complete-machine-learning-nlp-bootcamp-mlops-deployment/?couponCode=PMNVD2525,complete-machine-learning-nlp-bootcamp-mlops-deployment,Nagamohan K.,"The course was a full-fledged end-to-end explanation of Data science, ML, and NLP concepts with hands-on. If anyone thinks of learning ML, NLP in depth, you are on the right course. Thanks to author Krish Nair.",4.5,5.0,4 months ago
udemy_data (8).xlsx,https://www.udemy.com/course/complete-machine-learning-nlp-bootcamp-mlops-deployment/?couponCode=PMNVD2525,complete-machine-learning-nlp-bootcamp-mlops-deployment,Monish S.,"I'm really disappointed with this course. The explanations feel rushed, unclear, and lack proper depth. Important concepts are either skipped or explained so poorly that it becomes frustrating to keep up, even after just a few modules.",1.0,5.0,1 month ago
udemy_data (8).xlsx,https://www.udemy.com/course/complete-machine-learning-nlp-bootcamp-mlops-deployment/?couponCode=PMNVD2525,complete-machine-learning-nlp-bootcamp-mlops-deployment,Kinshuk S.,"it was a good course overall, but it was really slow on some basic part to the point i studied them separately from the course, but overall it was good",4.0,5.0,3 months ago
udemy_data (8).xlsx,https://www.udemy.com/course/complete-machine-learning-nlp-bootcamp-mlops-deployment/?couponCode=PMNVD2525,complete-machine-learning-nlp-bootcamp-mlops-deployment,Arya S.,"Krish sir, to be honest you should speak in Hindi. Its alright if you explain in hindi. The english that you write or speak isn't understandable sometimes, makes no sense sometimes. I have to watch youtube videos after watching your lecture to clearly understand any topic. I agree you have put in your best efforts and as a student i absolutely appreciate it but pardon me i faced a lot of problem in understanding the language sometimes, it isn't clear. I'm writing this review while studying Bidirectional RNN, almost end of course and i am very pissed at the moment so i'm doing this. If it was a hinglish or hindi lecture, i would understand 10X better i swear. I have watched your youtube videos on statistics in hindi and it was amazing.",3.0,5.0,1 month ago
udemy_data (8).xlsx,https://www.udemy.com/course/complete-machine-learning-nlp-bootcamp-mlops-deployment/?couponCode=PMNVD2525,complete-machine-learning-nlp-bootcamp-mlops-deployment,Ankush S.,"Lots of new terminology were introduced and explanation is like overall , lack of theory explanation but good in numerical point of view , i feel average course",3.0,5.0,3 months ago
udemy_data (8).xlsx,https://www.udemy.com/course/complete-machine-learning-nlp-bootcamp-mlops-deployment/?couponCode=PMNVD2525,complete-machine-learning-nlp-bootcamp-mlops-deployment,Parv M.,Loved the indepth explanation from sir. Everything was crystal clear. Maybe some quizzes or assignment section can be added too.,5.0,5.0,2 months ago
udemy_data (8).xlsx,https://www.udemy.com/course/complete-machine-learning-nlp-bootcamp-mlops-deployment/?couponCode=PMNVD2525,complete-machine-learning-nlp-bootcamp-mlops-deployment,Vedant W.,This course is damn best course I have ever gone through. Special thanks to KRISH Sir for outstanding teaching and explanation. Indeed I will learn more further from you only.,4.5,5.0,3 months ago
udemy_data (8).xlsx,https://www.udemy.com/course/complete-machine-learning-nlp-bootcamp-mlops-deployment/?couponCode=PMNVD2525,complete-machine-learning-nlp-bootcamp-mlops-deployment,Sonu Niranjan S.,Should offer technical assistance for Doubts,5.0,5.0,3 weeks ago
udemy_data (8).xlsx,https://www.udemy.com/course/complete-machine-learning-nlp-bootcamp-mlops-deployment/?couponCode=PMNVD2525,complete-machine-learning-nlp-bootcamp-mlops-deployment,Shivam G.,Course is very good. Every concept is covered in detailed manner .Loved the way of teaching.,5.0,5.0,3 months ago
udemy_data (8).xlsx,https://www.udemy.com/course/complete-machine-learning-nlp-bootcamp-mlops-deployment/?couponCode=PMNVD2525,complete-machine-learning-nlp-bootcamp-mlops-deployment,Ankit M.,what a fabulous courses cover all the things but personally one things to be improve the notes and visualization part like explaining the algorithm through 3d diagram etc.,4.0,5.0,3 months ago
udemy_data (8).xlsx,https://www.udemy.com/course/complete-machine-learning-nlp-bootcamp-mlops-deployment/?couponCode=PMNVD2525,complete-machine-learning-nlp-bootcamp-mlops-deployment,Vivek V.,Honest Course Review – What Worked Well & What Could Be Better,3.0,5.0,3 months ago
udemy_data (8).xlsx,https://www.udemy.com/course/complete-machine-learning-nlp-bootcamp-mlops-deployment/?couponCode=PMNVD2525,complete-machine-learning-nlp-bootcamp-mlops-deployment,Kodavati Vivek C.,"I learnt so much and Krish is an excellent teacher, explained every concept in a detailed structured way.",5.0,5.0,2 months ago
udemy_data (8).xlsx,https://www.udemy.com/course/complete-machine-learning-nlp-bootcamp-mlops-deployment/?couponCode=PMNVD2525,complete-machine-learning-nlp-bootcamp-mlops-deployment,Vinodakumar U.,"I would really appreciate Krish for the fantastic job and effort put on to create this course, in depth explanation, handwritten notes",4.5,5.0,6 months ago
udemy_data (8).xlsx,https://www.udemy.com/course/complete-machine-learning-nlp-bootcamp-mlops-deployment/?couponCode=PMNVD2525,complete-machine-learning-nlp-bootcamp-mlops-deployment,Jorge David G.,This course has been one of the most complete and enriching learning experiences I’ve taken in the field of data science. It combines deep theoretical foundations — including the mathematical intuition behind many algorithms — with hands-on code-along sessions that push you to apply what you’re learning.,5.0,5.0,4 months ago
udemy_data (8).xlsx,https://www.udemy.com/course/complete-machine-learning-nlp-bootcamp-mlops-deployment/?couponCode=PMNVD2525,complete-machine-learning-nlp-bootcamp-mlops-deployment,Shubham R.,"great course for tech enthusiasts and freshers, keep teaching sir it helped us a lot, one of the best tutors on udemy for DS/AI/ML",5.0,5.0,2 months ago
