source_file,course_url,course_slug,reviewer_name,review_text,rating_value,rating_scale,review_time_relative
udemy_data (15).xlsx,https://www.udemy.com/course/ai-agents-workflows-the-practical-guide/?couponCode=MT250929G3,ai-agents-workflows-the-practical-guide,Garry P.,Exactly what I wanted. A very good introduction to how to develop AI workshops and agents.,4.5,5.0,1 month ago
udemy_data (15).xlsx,https://www.udemy.com/course/ai-agents-workflows-the-practical-guide/?couponCode=MT250929G3,ai-agents-workflows-the-practical-guide,Aleksei V.,"I really enjoyed this course! It provided a solid introduction to AI agents and workflows, explaining the core concepts clearly while also showing practical applications. I especially appreciated how it laid the foundation for building agentic systems and opened my eyes to the possibilities they offer. A great balance of theory and practice.",5.0,5.0,1 month ago
udemy_data (15).xlsx,https://www.udemy.com/course/ai-agents-workflows-the-practical-guide/?couponCode=MT250929G3,ai-agents-workflows-the-practical-guide,Fanchen M.,Overall the course is really good. It's understandable that it can not cover every corner in such short time.,4.5,5.0,1 month ago
udemy_data (15).xlsx,https://www.udemy.com/course/ai-agents-workflows-the-practical-guide/?couponCode=MT250929G3,ai-agents-workflows-the-practical-guide,Ryan R.,"Max always makes complex topics easy to understand. Although this course was shorter than many of Max's other courses, I feel like I now have a good understanding of AI Agents and that I have enough information to start working on my own agents.",5.0,5.0,1 month ago
udemy_data (15).xlsx,https://www.udemy.com/course/ai-agents-workflows-the-practical-guide/?couponCode=MT250929G3,ai-agents-workflows-the-practical-guide,Manoj kumar T.,"I am full stack developer I followed your other course, this course is my first step for AI, gave me understanding and confidence to keep learning Generative AI, Thank you.",5.0,5.0,2 months ago
udemy_data (15).xlsx,https://www.udemy.com/course/ai-agents-workflows-the-practical-guide/?couponCode=MT250929G3,ai-agents-workflows-the-practical-guide,Nikhil M.,Well not much on offer here Max. helpful to some extent though. Please add MCP server related section in detail if possible as an add on . A new course on MCP will also be great. Neverminded buying your courses though. Thank you as always,3.5,5.0,1 month ago
udemy_data (15).xlsx,https://www.udemy.com/course/ai-agents-workflows-the-practical-guide/?couponCode=MT250929G3,ai-agents-workflows-the-practical-guide,George T.,As usual Max's course was excellent. I really appreciate him going into detail with the coding before showing us how to do the same with SDKs. His instructing manner is just at the right pace and very thoriugh and detailed.,4.5,5.0,2 weeks ago
udemy_data (15).xlsx,https://www.udemy.com/course/ai-agents-workflows-the-practical-guide/?couponCode=MT250929G3,ai-agents-workflows-the-practical-guide,Juan N.,Very good course.,4.5,5.0,1 month ago
udemy_data (15).xlsx,https://www.udemy.com/course/ai-agents-workflows-the-practical-guide/?couponCode=MT250929G3,ai-agents-workflows-the-practical-guide,Natasha S.,The course provided good content and resources to assist me in building my own AI Assistants. The material was presented in a way that was easy to follow and understand.,4.0,5.0,1 month ago
udemy_data (15).xlsx,https://www.udemy.com/course/ai-agents-workflows-the-practical-guide/?couponCode=MT250929G3,ai-agents-workflows-the-practical-guide,Anil P.,"As I’m trying to understand what an AI Agent is, this course was helpful and gave me a clear idea of the different ways it can be implemented. I recommend this course to anyone who is beginning to explore AI Agents.",4.0,5.0,1 month ago
udemy_data (15).xlsx,https://www.udemy.com/course/ai-agents-workflows-the-practical-guide/?couponCode=MT250929G3,ai-agents-workflows-the-practical-guide,Said K.,"It was a rushed course, unlike Maximilian's other courses. But given that AI is not his area of expertise, I guess it's normal.",3.5,5.0,1 month ago
udemy_data (15).xlsx,https://www.udemy.com/course/ai-agents-workflows-the-practical-guide/?couponCode=MT250929G3,ai-agents-workflows-the-practical-guide,STEFAN N.,Thanks for introduction and bringing AI agentic tech stuff more close to own hands.,5.0,5.0,1 month ago
udemy_data (15).xlsx,https://www.udemy.com/course/ai-agents-workflows-the-practical-guide/?couponCode=MT250929G3,ai-agents-workflows-the-practical-guide,Rafat kamel M.,Greate course is so easy and give me a huge ideas for my work specially open model i plan to take max open model course also,5.0,5.0,1 week ago
udemy_data (15).xlsx,https://www.udemy.com/course/ai-agents-workflows-the-practical-guide/?couponCode=MT250929G3,ai-agents-workflows-the-practical-guide,Anna B.,This course did not work for me very well. I definitely prefer courses with code along approach to those when ready code is presented and discussed.,3.0,5.0,1 month ago
udemy_data (15).xlsx,https://www.udemy.com/course/ai-agents-workflows-the-practical-guide/?couponCode=MT250929G3,ai-agents-workflows-the-practical-guide,Leon B.,"Excellent course for learning and understanding ai agents in python. I have gone from not having a clue to understanding what they are, how they work and how to use them. If you are looking for step by step instructions, this is not the course for you. If you are looking for a detailed overview and understanding of what they are and an idea of how they work...Bingo......If you understand Python, you will grasp this every easily and feel confident to move onto you next course. Cheers Max!",5.0,5.0,2 months ago
udemy_data (15).xlsx,https://www.udemy.com/course/ai-agents-workflows-the-practical-guide/?couponCode=MT250929G3,ai-agents-workflows-the-practical-guide,Daniel S.,"When I saw this was made by Max, I was so relived. He is awesome understanding how to focus the course into what's important without having to talk about external things like business or developer fundamentals. If you are already a developer, this is the one for you.",5.0,5.0,1 month ago
